title	genres	release_date	vote_average	runtime	original_language
Three Colors: White	" 35, 'Comedy',  18, 'Drama',  9648, 'Mystery'"	1261994	7.3	91	fr
"Red Firecracker, Green Firecracker"	" 18, 'Drama'"	10141994	7	111	zh
Rent-a-Kid	" 35, 'Comedy',  10751, 'Family',  10770, 'TV Movie'"	111995	5.1	85	en
Relative Fear	" 27, 'Horror',  18, 'Drama'"	1031995	4.7	90	en
Stuart Saves His Family	" 35, 'Comedy',  18, 'Drama'"	4121995	5	95	en
The Swan Princess	" 16, 'Animation'"	11181994	6.5	89	en
The Secret of Roan Inish	" 18, 'Drama',  10751, 'Family',  14, 'Fantasy'"	111994	6.1	97	en
The Specialist	" 28, 'Action',  53, 'Thriller'"	1071994	5.5	110	en
Stargate	" 28, 'Action',  12, 'Adventure',  878, 'Science Fiction'"	10271994	6.8	121	en
The Santa Clause	" 14, 'Fantasy',  18, 'Drama',  35, 'Comedy',  10751, 'Family'"	11101994	6.3	97	en
The Shawshank Redemption	" 18, 'Drama',  80, 'Crime'"	9231994	8.5	142	en
Shallow Grave	" 80, 'Crime',  53, 'Thriller'"	12221994	7	92	en
Suture	" 18, 'Drama',  53, 'Thriller'"	9141993	6	96	en
Strawberry and Chocolate	" 35, 'Comedy',  18, 'Drama'"	111993	7.1	108	es
Swimming with Sharks	" 80, 'Crime',  35, 'Comedy'"	9101994	6.7	101	en
The Sum of Us	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	7121994	6	100	en
Senior Trip	" 35, 'Comedy'"	981995	5.7	91	en
To Live	" 18, 'Drama',  10749, 'Romance',  10752, 'War'"	6301994	7.7	125	zh
Tank Girl	" 28, 'Action',  35, 'Comedy',  14, 'Fantasy',  878, 'Science Fiction'"	3311995	5.5	98	en
Tales from the Crypt: Demon Knight	" 27, 'Horror',  35, 'Comedy',  53, 'Thriller'"	1131995	6.7	92	en
Star Trek: Generations	" 878, 'Science Fiction',  28, 'Action',  12, 'Adventure',  53, 'Thriller'"	11171994	6.4	118	en
Tales from the Hood	" 80, 'Crime',  27, 'Horror',  53, 'Thriller'"	5241995	5.4	98	en
Tom & Viv	" 18, 'Drama',  10749, 'Romance'"	4151994	5.8	115	en
Village of the Damned	" 53, 'Thriller',  27, 'Horror',  878, 'Science Fiction'"	4281995	5.6	99	en
Tommy Boy	" 35, 'Comedy'"	3311995	6.8	97	en
Vanya on 42nd Street	" 18, 'Drama',  10749, 'Romance'"	9131994	6.1	119	en
The Underneath	" 53, 'Thriller',  80, 'Crime'"	4281995	5.6	99	en
The Walking Dead	" 18, 'Drama',  10752, 'War'"	2241995	6.6	88	en
What's Eating Gilbert Grape	" 10749, 'Romance',  18, 'Drama'"	12171993	7.5	118	en
Virtuosity	" 28, 'Action',  80, 'Crime',  878, 'Science Fiction',  53, 'Thriller'"	841995	5.4	106	en
While You Were Sleeping	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	4211995	6.5	103	en
The War	" 18, 'Drama'"	1141994	6.3	126	en
Double Happiness	" 35, 'Comedy',  10749, 'Romance'"	971994	5.5	87	en
Muriel's Wedding	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	9291994	6.9	106	en
The Baby-Sitters Club	" 35, 'Comedy',  18, 'Drama',  10751, 'Family'"	8181995	5.3	94	en
Ace Ventura: Pet Detective	" 35, 'Comedy',  9648, 'Mystery'"	241994	6.4	86	en
"The Adventures of Priscilla, Queen of the Desert"	" 18, 'Drama',  35, 'Comedy'"	5311994	7.2	104	en
Backbeat	" 18, 'Drama',  10402, 'Music'"	411994	6.2	100	en
Bitter Moon	" 53, 'Thriller',  18, 'Drama',  10749, 'Romance'"	921992	7	139	en
Bullets Over Broadway	" 28, 'Action',  35, 'Comedy',  53, 'Thriller'"	10141994	7	98	en
Clear and Present Danger	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	831994	6.4	141	en
The Client	" 18, 'Drama',  53, 'Thriller',  80, 'Crime',  9648, 'Mystery'"	7201994	6.4	119	en
"Corrina, Corrina"	" 35, 'Comedy',  18, 'Drama',  10751, 'Family',  10749, 'Romance'"	8121994	6.4	115	en
Crooklyn	" 35, 'Comedy',  18, 'Drama'"	5131994	6.7	115	en
The Crow	" 14, 'Fantasy',  28, 'Action',  53, 'Thriller'"	5111994	7.3	102	en
Cobb	" 18, 'Drama'"	1221994	6.1	128	en
The Flintstones	" 14, 'Fantasy',  35, 'Comedy',  10751, 'Family'"	5261994	5	91	en
Forrest Gump	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	761994	8.2	142	en
Four Weddings and a Funeral	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	391994	6.6	117	en
Higher Learning	" 10749, 'Romance',  18, 'Drama',  80, 'Crime'"	1111995	6.4	127	en
I Like It Like That	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	10141994	6.3	104	en
I Love Trouble	" 28, 'Action',  35, 'Comedy',  10749, 'Romance'"	6291994	5.3	123	en
It Could Happen to You	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	7291994	6.1	101	en
The Jungle Book	" 12, 'Adventure',  18, 'Drama',  10751, 'Family'"	12231994	5.9	111	en
"The Wonderful, Horrible Life of Leni Riefenstahl"	" 99, 'Documentary',  10769, 'Foreign'"	9111993	7.3	180	en
The Lion King	" 10751, 'Family',  16, 'Animation',  18, 'Drama'"	6231994	8	89	en
Little Buddha	" 18, 'Drama',  36, 'History'"	1211993	6	140	en
New Nightmare	" 27, 'Horror',  53, 'Thriller',  9648, 'Mystery',  14, 'Fantasy'"	10131994	6.4	112	en
The Mask	" 10749, 'Romance',  35, 'Comedy',  80, 'Crime',  14, 'Fantasy'"	7291994	6.6	101	en
Maverick	" 28, 'Action',  12, 'Adventure',  35, 'Comedy',  18, 'Drama',  37, 'Western'"	5201994	6.6	127	en
Mrs. Parker and the Vicious Circle	" 18, 'Drama'"	971994	6.3	125	en
The Naked Gun 33⅓: The Final Insult	" 35, 'Comedy',  80, 'Crime'"	3181994	6.4	83	en
The Paper	" 35, 'Comedy',  18, 'Drama'"	3181994	6.1	112	en
Reality Bites	" 18, 'Drama'"	2181994	6.5	99	en
Red Rock West	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	781993	6.4	98	en
Ri¢hie Ri¢h	" 35, 'Comedy',  10751, 'Family'"	12191994	5.4	95	en
Safe Passage	" 18, 'Drama'"	1211994	4.9	98	en
The River Wild	" 28, 'Action',  12, 'Adventure',  80, 'Crime',  53, 'Thriller'"	9301994	6.1	111	en
Speed	" 28, 'Action',  12, 'Adventure',  80, 'Crime'"	691994	6.8	116	en
Speechless	" 35, 'Comedy',  10749, 'Romance'"	12161994	5.5	99	en
Timecop	" 53, 'Thriller',  878, 'Science Fiction',  28, 'Action',  80, 'Crime'"	9151994	5.5	99	en
True Lies	" 28, 'Action',  53, 'Thriller'"	7141994	6.8	141	en
When a Man Loves a Woman	" 18, 'Drama',  10749, 'Romance'"	4291994	6	126	en
Wolf	" 14, 'Fantasy'"	6171994	6	125	en
Wyatt Earp	" 18, 'Drama',  28, 'Action',  37, 'Western'"	6241994	6.5	191	en
Bad Company	" 28, 'Action',  80, 'Crime',  10749, 'Romance',  53, 'Thriller'"	1201995	4.9	108	en
A Man of No Importance	" 35, 'Comedy',  18, 'Drama'"	12221994	6.5	99	en
S.F.W.	" 35, 'Comedy',  18, 'Drama'"	9151994	6.1	96	en
A Low Down Dirty Shame	" 28, 'Action',  35, 'Comedy',  80, 'Crime'"	11231994	6	100	en
"Boys Life: Three Stories of Love, Lust, and Liberation"	" 18, 'Drama'"	9301994	2	91	en
Colonel Chabert	" 18, 'Drama'"	111994	5.9	110	fr
"Faster, Pussycat! Kill! Kill!"	" 28, 'Action',  80, 'Crime'"	861965	6.5	83	en
Jason's Lyric	" 80, 'Crime',  18, 'Drama',  10749, 'Romance'"	9281994	5.9	119	en
The Secret Adventures of Tom Thumb	" 16, 'Animation',  878, 'Science Fiction'"	12101993	7.1	61	en
Street Fighter	" 28, 'Action',  12, 'Adventure',  53, 'Thriller'"	12221994	4.1	102	en
Coldblooded	" 28, 'Action',  35, 'Comedy'"	9151995	6.7	92	en
Desert Winds	 " 'Null 	12311997	0	97	en
Fall Time	" 28, 'Action',  12, 'Adventure',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	5131995	6.3	88	en
The Fear	" 27, 'Horror',  53, 'Thriller'"	1201995	3.4	98	en
Frank and Ollie	" 99, 'Documentary'"	10201995	7.5	89	en
Girl in the Cadillac	" 10749, 'Romance',  12, 'Adventure',  80, 'Crime',  18, 'Drama'"	10241995	10	89	en
Homage	" 53, 'Thriller',  18, 'Drama'"	531995	0	97	en
Mirage	" 28, 'Action',  53, 'Thriller'"	11211995	4	92	en
Open Season	" 35, 'Comedy'"	531996	0	97	en
Dos Crímenes	 " 'Null 	5261995	5	0	en
Brother Minister: The Assassination of Malcolm X	" 99, 'Documentary'"	311995	4	115	en
Highlander: The Final Dimension	" 28, 'Action',  14, 'Fantasy',  878, 'Science Fiction'"	11291994	4.5	99	en
Federal Hill	 " 'Null 	2241995	5	97	en
In the Mouth of Madness	" 27, 'Horror',  9648, 'Mystery',  53, 'Thriller'"	12121994	7.1	95	en
8 Seconds	" 18, 'Drama',  10749, 'Romance'"	2251994	7.2	105	en
Above the Rim	" 80, 'Crime',  18, 'Drama'"	3231994	6.7	96	en
Addams Family Values	" 35, 'Comedy',  10751, 'Family',  14, 'Fantasy'"	11191993	6.5	94	en
Martin Lawrence: You So Crazy	" 35, 'Comedy'"	4271994	4.5	84	en
The Age of Innocence	" 18, 'Drama',  10749, 'Romance'"	9171993	7	139	en
Airheads	" 35, 'Comedy',  80, 'Crime',  10402, 'Music'"	851994	5.8	92	en
The Air Up There	" 35, 'Comedy',  10751, 'Family'"	171994	5.1	107	en
Another Stakeout	" 28, 'Action',  35, 'Comedy'"	7221993	4.9	105	en
Bad Girls	" 28, 'Action',  12, 'Adventure',  35, 'Comedy',  18, 'Drama',  37, 'Western'"	4221994	4.6	99	en
Barcelona	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	7291994	6.6	100	en
Being Human	" 18, 'Drama',  35, 'Comedy',  14, 'Fantasy'"	561994	5	122	en
The Beverly Hillbillies	" 35, 'Comedy'"	10151993	5	93	en
Beverly Hills Cop III	" 28, 'Action',  35, 'Comedy',  80, 'Crime'"	5241994	5.5	104	en
Black Beauty	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  10751, 'Family'"	7291994	6.6	88	en
Blink	" 9648, 'Mystery',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	1261994	6.3	106	en
Blown Away	" 18, 'Drama',  28, 'Action',  53, 'Thriller'"	711994	6	121	en
Blue Chips	" 18, 'Drama'"	2181994	5.7	108	en
Blue Sky	" 18, 'Drama',  10749, 'Romance'"	9161994	6.1	101	en
Body Snatchers	" 27, 'Horror',  878, 'Science Fiction',  53, 'Thriller'"	691993	5.8	87	en
Boxing Helena	" 18, 'Drama',  10749, 'Romance'"	6181993	4.5	107	en
A Bronx Tale	" 18, 'Drama',  80, 'Crime'"	9141993	7.4	121	en
Cabin Boy	" 35, 'Comedy'"	171994	4.9	80	en
Calendar Girl	" 18, 'Drama',  35, 'Comedy'"	931993	3.7	90	en
Carlito's Way	" 28, 'Action',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	11101993	7.7	144	en
City Slickers II: The Legend of Curly's Gold	" 28, 'Action',  35, 'Comedy',  18, 'Drama',  37, 'Western'"	6101994	4.9	116	en
Clean Slate	" 35, 'Comedy',  53, 'Thriller',  9648, 'Mystery'"	561994	5.7	107	en
Cliffhanger	" 28, 'Action',  12, 'Adventure',  53, 'Thriller'"	5281993	6.1	112	en
Coneheads	" 35, 'Comedy',  878, 'Science Fiction',  10751, 'Family'"	7231993	4.8	88	en
Color of Night	" 18, 'Drama',  9648, 'Mystery',  10749, 'Romance',  53, 'Thriller'"	8191994	5.4	121	en
Cops & Robbersons	" 28, 'Action',  35, 'Comedy',  10751, 'Family'"	4151994	5	93	en
The Cowboy Way	" 37, 'Western',  28, 'Action',  35, 'Comedy'"	631994	5.1	102	en
Dangerous Game	" 18, 'Drama'"	11191993	5.4	108	en
Dave	" 35, 'Comedy'"	571993	6.3	110	en
Dazed and Confused	" 35, 'Comedy',  18, 'Drama'"	9241993	7.4	102	en
Demolition Man	" 80, 'Crime',  28, 'Action',  878, 'Science Fiction'"	1081993	6.4	115	en
The Endless Summer 2	" 99, 'Documentary'"	631994	7.1	109	en
Even Cowgirls Get the Blues	" 37, 'Western',  18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	5131994	4.2	96	en
Fatal Instinct	" 35, 'Comedy'"	10291993	5.4	91	en
Farewell My Concubine	" 18, 'Drama'"	9161993	7.8	171	zh
The Favor	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	4291994	3.3	97	en
Fearless	" 18, 'Drama'"	10151993	6.8	122	en
Fear of a Black Hat	" 35, 'Comedy'"	10281994	5.8	88	en
With Honors	" 35, 'Comedy',  18, 'Drama'"	4291994	6.1	103	en
Flesh and Bone	" 18, 'Drama',  9648, 'Mystery',  10749, 'Romance'"	1151993	6.2	126	en
Widows' Peak	" 35, 'Comedy',  53, 'Thriller',  9648, 'Mystery',  10749, 'Romance',  10769, 'Foreign'"	5131994	4.3	101	en
For Love or Money	" 35, 'Comedy',  10749, 'Romance'"	1011993	5.7	94	en
The Firm	" 18, 'Drama',  9648, 'Mystery',  53, 'Thriller'"	6301993	6.6	154	en
Free Willy	" 10751, 'Family',  12, 'Adventure'"	7161993	6	112	en
Fresh	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	8241994	7.6	114	en
The Fugitive	" 12, 'Adventure',  28, 'Action',  53, 'Thriller',  80, 'Crime',  9648, 'Mystery'"	861993	7.2	130	en
Geronimo: An American Legend	" 36, 'History',  28, 'Action',  18, 'Drama',  37, 'Western'"	12101993	5.9	115	en
The Getaway	" 18, 'Drama',  28, 'Action',  53, 'Thriller'"	2111994	5.4	115	en
Getting Even with Dad	" 10751, 'Family',  35, 'Comedy',  80, 'Crime'"	6171994	4.5	109	en
Go Fish	" 18, 'Drama',  10749, 'Romance'"	6101994	3.9	83	en
A Good Man in Africa	" 35, 'Comedy',  18, 'Drama'"	7141994	5.2	94	en
Guilty as Sin	" 18, 'Drama',  53, 'Thriller'"	641993	5.6	107	en
Hard Target	" 28, 'Action',  12, 'Adventure',  80, 'Crime',  53, 'Thriller'"	8201993	6.1	97	en
Heaven & Earth	" 36, 'History',  10752, 'War',  28, 'Action',  18, 'Drama'"	12241993	6.4	140	en
Hot Shots! Part Deux	" 28, 'Action',  35, 'Comedy',  10752, 'War'"	5211993	6.2	86	en
Live Nude Girls	" 35, 'Comedy'"	1281995	4.7	95	en
The Englishman Who Went Up a Hill But Came Down a Mountain	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	5121995	6.1	99	en
The House of the Spirits	" 10749, 'Romance',  18, 'Drama'"	10191993	6.7	140	en
House Party 3	" 35, 'Comedy'"	111994	4.6	100	en
The Hudsucker Proxy	" 35, 'Comedy',  18, 'Drama'"	3111994	7.1	111	en
I'll Do Anything	" 35, 'Comedy',  18, 'Drama'"	241994	5.7	115	en
In the Army Now	" 35, 'Comedy'"	8121994	4.7	91	en
In the Line of Fire	" 28, 'Action',  18, 'Drama',  53, 'Thriller',  80, 'Crime',  9648, 'Mystery'"	781993	6.8	128	en
In the Name of the Father	" 18, 'Drama'"	12121993	7.6	133	en
The Inkwell	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	4221994	3.9	110	en
What's Love Got to Do with It	" 18, 'Drama',  10402, 'Music'"	691993	6.9	118	en
Jimmy Hollywood	" 35, 'Comedy'"	3301994	4.6	112	en
Judgment Night	" 28, 'Action',  53, 'Thriller',  80, 'Crime'"	10151993	6.4	110	en
Jurassic Park	" 12, 'Adventure',  878, 'Science Fiction'"	6111993	7.6	127	en
Kalifornia	" 53, 'Thriller',  80, 'Crime'"	911993	6.5	117	en
Killing Zoe	" 28, 'Action',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	1011993	6.1	96	en
King of the Hill	" 18, 'Drama'"	8201993	6.4	103	en
Lassie	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  10751, 'Family'"	7221994	6.1	94	en
Last Action Hero	" 12, 'Adventure',  14, 'Fantasy',  28, 'Action',  35, 'Comedy',  10751, 'Family'"	6181993	6.1	130	en
Life With Mikey	" 35, 'Comedy',  10751, 'Family'"	641993	5.1	91	en
Lightning Jack	" 28, 'Action',  35, 'Comedy',  37, 'Western'"	3111994	5.7	98	en
M. Butterfly	" 18, 'Drama',  10749, 'Romance'"	991993	6.6	101	en
Made in America	" 35, 'Comedy'"	5271993	5.3	111	en
Malice	" 18, 'Drama',  80, 'Crime'"	9291993	5.9	107	en
The Man without a Face	" 18, 'Drama'"	8251993	6.2	114	en
Manhattan Murder Mystery	" 35, 'Comedy',  9648, 'Mystery'"	8181993	7.1	104	en
Menace II Society	" 18, 'Drama',  28, 'Action',  80, 'Crime'"	5261993	7.2	97	en
Executive Decision	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  53, 'Thriller'"	3151996	5.8	133	en
In the Realm of the Senses	" 18, 'Drama',  10749, 'Romance'"	5151976	6.5	105	ja
What Happened Was...	" 53, 'Thriller',  35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	991994	7	91	en
Much Ado About Nothing	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	571993	7.2	111	en
Mr. Jones	" 18, 'Drama',  10749, 'Romance'"	1081993	5.9	114	en
Mr. Wonderful	" 35, 'Comedy',  10749, 'Romance'"	10151993	5.5	98	en
Mrs. Doubtfire	" 35, 'Comedy',  18, 'Drama',  10751, 'Family'"	11241993	7	125	en
Naked	" 35, 'Comedy',  18, 'Drama'"	9141993	7.5	131	en
The Next Karate Kid	" 12, 'Adventure'"	7181994	4.8	107	en
The New Age	" 35, 'Comedy',  18, 'Drama'"	9161994	4.8	112	en
No Escape	" 28, 'Action',  18, 'Drama',  878, 'Science Fiction',  53, 'Thriller'"	4291994	6.1	118	en
North	" 35, 'Comedy',  18, 'Drama',  10751, 'Family',  14, 'Fantasy',  878, 'Science Fiction'"	7221994	4.8	87	en
Orlando	" 10749, 'Romance',  18, 'Drama',  14, 'Fantasy'"	911992	6.7	93	en
A Perfect World	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	11241993	7.2	138	en
Philadelphia	" 18, 'Drama'"	12221993	7.6	125	en
The Piano	" 18, 'Drama',  10749, 'Romance'"	5191993	7.1	121	en
Poetic Justice	" 18, 'Drama',  10749, 'Romance'"	7231993	6.9	109	en
The Program	" 18, 'Drama'"	9241993	6	112	en
The Puppet Masters	" 27, 'Horror',  878, 'Science Fiction',  53, 'Thriller'"	10211994	5.6	109	en
Radioland Murders	" 35, 'Comedy',  80, 'Crime',  18, 'Drama',  10402, 'Music',  9648, 'Mystery',  10749, 'Romance'"	10211994	5.8	108	en
The Ref	" 35, 'Comedy'"	391994	6.7	97	en
The Remains of the Day	" 18, 'Drama',  10749, 'Romance'"	1151993	7.5	134	en
Renaissance Man	" 35, 'Comedy',  10752, 'War'"	631994	5.9	128	en
Rising Sun	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	7301993	5.8	125	en
The Road to Wellville	" 35, 'Comedy',  10749, 'Romance'"	10281994	5.5	118	en
RoboCop 3	" 28, 'Action',  12, 'Adventure',  80, 'Crime',  878, 'Science Fiction',  53, 'Thriller'"	4171993	4.2	104	en
Robin Hood: Men in Tights	" 35, 'Comedy'"	7281993	6.4	104	en
Romeo Is Bleeding	" 28, 'Action',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	9131993	5.7	100	en
Romper Stomper	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	351992	6.6	94	en
Ruby in Paradise	" 18, 'Drama',  10749, 'Romance'"	1081993	5.6	114	en
Rudy	" 18, 'Drama'"	9171993	7.2	114	en
The Saint of Fort Washington	" 18, 'Drama'"	1131993	4	99	en
Savage Nights	" 18, 'Drama'"	8191992	6.2	126	fr
Schindler's List	" 18, 'Drama',  36, 'History',  10752, 'War'"	11291993	8.3	195	en
The Scout	" 35, 'Comedy',  18, 'Drama'"	9301994	5.3	101	en
Searching for Bobby Fischer	" 18, 'Drama'"	8131993	7.3	110	en
Second Best	" 18, 'Drama'"	9301994	5.9	105	en
The Secret Garden	" 18, 'Drama',  10751, 'Family',  14, 'Fantasy'"	8131993	7.1	102	en
Serial Mom	" 35, 'Comedy',  80, 'Crime',  27, 'Horror',  53, 'Thriller'"	4131994	6.4	95	en
The Shadow	" 12, 'Adventure',  14, 'Fantasy',  28, 'Action',  53, 'Thriller',  878, 'Science Fiction'"	711994	5.4	108	en
Shadowlands	" 18, 'Drama',  10749, 'Romance'"	12251993	6.8	131	en
Short Cuts	" 35, 'Comedy',  18, 'Drama'"	951993	6.9	187	en
A Simple Twist of Fate	" 18, 'Drama',  10751, 'Family'"	921994	5.7	106	en
Sirens	" 35, 'Comedy',  18, 'Drama'"	1011993	5.2	98	en
Six Degrees of Separation	" 9648, 'Mystery',  18, 'Drama',  35, 'Comedy'"	1281993	6.5	112	en
Sleepless in Seattle	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	6241993	6.5	105	en
Sliver	" 18, 'Drama',  53, 'Thriller'"	5211993	4.9	108	en
Blade Runner	" 878, 'Science Fiction',  18, 'Drama',  53, 'Thriller'"	6251982	7.9	117	en
Son in Law	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	721993	5.6	95	en
So I Married an Axe Murderer	" 35, 'Comedy',  80, 'Crime',  10749, 'Romance'"	7301993	6.1	93	en
Striking Distance	" 80, 'Crime',  28, 'Action',  9648, 'Mystery',  53, 'Thriller'"	9171993	5.4	102	en
Harem	" 36, 'History',  18, 'Drama',  10749, 'Romance'"	11201985	4	113	en
Super Mario Bros.	" 12, 'Adventure',  35, 'Comedy',  10751, 'Family',  14, 'Fantasy'"	5281993	4	104	en
Surviving the Game	" 28, 'Action',  12, 'Adventure',  53, 'Thriller',  80, 'Crime'"	4151994	6.1	96	en
Terminal Velocity	" 28, 'Action',  53, 'Thriller'"	9231994	5	102	en
Thirty Two Short Films About Glenn Gould	" 18, 'Drama',  10402, 'Music'"	11261993	7.4	93	en
Threesome	" 35, 'Comedy',  18, 'Drama',  10751, 'Family',  10749, 'Romance'"	481994	6.3	93	en
The Nightmare Before Christmas	" 14, 'Fantasy',  16, 'Animation',  10751, 'Family'"	1091993	7.6	76	en
The Three Musketeers	" 28, 'Action',  12, 'Adventure',  35, 'Comedy'"	11111993	6.2	105	en
Tombstone	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  36, 'History',  37, 'Western'"	12251993	7.4	130	en
Trial by Jury	" 18, 'Drama',  28, 'Action',  53, 'Thriller'"	991994	5.5	107	en
True Romance	" 28, 'Action',  53, 'Thriller',  80, 'Crime',  10749, 'Romance'"	991993	7.5	120	en
The War Room	" 99, 'Documentary',  36, 'History'"	1251993	7.3	96	en
The Pagemaster	" 14, 'Fantasy',  878, 'Science Fiction',  10751, 'Family',  16, 'Animation'"	11231994	6.2	80	en
"Paris, France"	" 18, 'Drama',  35, 'Comedy'"	241994	6	112	en
"The Beans of Egypt, Maine"	 " 'Null 	111994	0	0	en
Killer	" 53, 'Thriller',  18, 'Drama',  10749, 'Romance'"	9141994	3	97	en
Welcome to the Dollhouse	" 35, 'Comedy',  18, 'Drama'"	5241995	6.9	88	en
Germinal	" 18, 'Drama',  10749, 'Romance'"	9291993	6.3	160	en
Chasers	" 35, 'Comedy',  10749, 'Romance'"	4221994	4.7	102	en
Cronos	" 18, 'Drama',  27, 'Horror',  53, 'Thriller'"	9121993	6.4	94	en
Naked in New York	" 35, 'Comedy',  10749, 'Romance'"	11101993	4	95	en
Kika	" 35, 'Comedy',  18, 'Drama'"	10281993	6.8	117	es
Bhaji on the Beach	" 35, 'Comedy',  18, 'Drama'"	1211994	5.1	100	en
Little Big League	" 35, 'Comedy',  10751, 'Family'"	6291994	6	119	en
The Slingshot	" 18, 'Drama'"	9241993	6.2	102	sv
Wide Eyed and Legless	" 10770, 'TV Movie',  18, 'Drama',  10749, 'Romance',  35, 'Comedy'"	951993	0	102	en
Foreign Student	" 18, 'Drama',  10749, 'Romance'"	7291994	0	90	en
"Ciao, Professore!"	" 35, 'Comedy',  10769, 'Foreign'"	1011992	7.2	100	en
Spanking the Monkey	" 35, 'Comedy',  18, 'Drama'"	1151994	5.3	106	en
The Little Rascals	" 10749, 'Romance',  35, 'Comedy',  10751, 'Family'"	851994	6.3	82	en
À la mode	" 35, 'Comedy'"	9101993	0	82	en
Andre	" 18, 'Drama',  10751, 'Family',  12, 'Adventure'"	8171994	5	94	en
The Escort	" 53, 'Thriller',  80, 'Crime',  18, 'Drama'"	111993	5	92	it
Princess Caraboo	" 35, 'Comedy',  18, 'Drama',  36, 'History',  9648, 'Mystery'"	9161994	4.4	97	en
The Celluloid Closet	" 36, 'History',  99, 'Documentary'"	1301996	7	102	en
Café au Lait	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	111993	6.8	94	en
Dear Diary	" 35, 'Comedy',  18, 'Drama'"	10121993	6.9	100	it
I Don't Want to Talk About It	" 10749, 'Romance',  18, 'Drama'"	5201993	6	106	en
The Brady Bunch Movie	" 35, 'Comedy'"	2161995	5.9	84	en
Home Alone	" 35, 'Comedy',  10751, 'Family'"	1191990	7.1	103	en
Ghost	" 14, 'Fantasy',  18, 'Drama',  53, 'Thriller',  9648, 'Mystery',  10749, 'Romance'"	7121990	6.9	127	en
Aladdin	" 16, 'Animation',  10751, 'Family',  35, 'Comedy',  12, 'Adventure',  14, 'Fantasy',  10749, 'Romance'"	11251992	7.4	90	en
Terminator 2: Judgment Day	" 28, 'Action',  53, 'Thriller',  878, 'Science Fiction'"	711991	7.7	137	en
Dances with Wolves	" 12, 'Adventure',  18, 'Drama',  37, 'Western'"	1191990	7.6	181	en
Tough and Deadly	" 53, 'Thriller',  28, 'Action',  18, 'Drama'"	2141995	6.3	92	en
Batman	" 14, 'Fantasy',  28, 'Action'"	6231989	7	126	en
The Silence of the Lambs	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	211991	8.1	119	en
Snow White and the Seven Dwarfs	" 14, 'Fantasy',  16, 'Animation',  10751, 'Family'"	12201937	6.9	83	en
